,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,score
389,NoneType,False,entropy,9,0.45,1,3,256,14,0.8445
390,NoneType,False,entropy,11,0.3,1,14,256,14,0.8474999999999999
391,NoneType,False,entropy,12,0.15000000000000002,1,8,128,14,0.8504999999999999
392,NoneType,False,entropy,NoneType,0.2,5,3,512,14,0.8445
393,NoneType,False,entropy,NoneType,0.25,2,5,128,14,0.8494999999999999
394,NoneType,False,entropy,11,0.4,2,5,512,14,0.849
395,NoneType,False,gini,NoneType,0.2,5,16,256,14,0.8295
396,PCA,False,entropy,10,0.45,2,7,512,14,0.828
397,NoneType,False,entropy,NoneType,0.45,2,20,32,14,0.8400000000000001
398,PCA,False,entropy,9,0.05,2,6,16,14,0.7564999999999998
399,NoneType,False,entropy,NoneType,0.1,3,2,256,14,0.8394999999999999
400,PCA,False,gini,10,0.35000000000000003,19,4,512,14,0.819
401,NoneType,False,entropy,NoneType,0.4,2,2,512,14,0.8494999999999999
402,NoneType,False,entropy,9,0.3,1,6,512,14,0.8524999999999998
403,PCA,False,gini,NoneType,0.15000000000000002,19,16,512,14,0.8140000000000001
404,NoneType,False,entropy,12,0.3,4,3,512,14,0.8494999999999999
405,NoneType,False,gini,12,0.4,17,20,32,14,0.8125
406,NoneType,False,entropy,9,0.2,1,8,256,14,0.8455
407,PCA,False,entropy,8,0.45,19,15,8,14,0.794
408,NoneType,False,entropy,12,0.05,4,13,64,14,0.829
409,NoneType,False,gini,NoneType,0.45,4,13,8,14,0.8139999999999998
410,NoneType,True,entropy,NoneType,0.45,1,14,128,14,0.8295
411,NoneType,False,entropy,11,0.2,1,7,64,14,0.8459999999999999
412,NoneType,False,entropy,NoneType,0.35000000000000003,3,14,16,14,0.829
413,NoneType,False,entropy,NoneType,0.35000000000000003,1,13,128,14,0.8435
414,NoneType,False,entropy,11,0.35000000000000003,1,2,256,14,0.85
415,NoneType,False,entropy,NoneType,0.45,18,2,16,14,0.806
416,NoneType,True,entropy,11,0.05,2,16,128,14,0.8145
417,PCA,True,entropy,9,0.25,3,11,512,14,0.8245000000000001
418,PCA,False,entropy,8,0.45,2,2,32,14,0.8154999999999999
419,NoneType,False,gini,NoneType,0.15000000000000002,1,6,512,14,0.8394999999999999
420,NoneType,False,gini,9,0.05,3,14,512,14,0.82
421,NoneType,False,entropy,NoneType,0.4,2,14,64,14,0.844
422,NoneType,False,entropy,9,0.4,17,17,512,14,0.817
423,NoneType,True,gini,8,0.05,14,20,8,14,0.727
424,NoneType,False,entropy,12,0.3,2,4,16,14,0.834
425,PCA,False,entropy,NoneType,0.1,18,3,32,14,0.7965000000000001
426,PCA,False,entropy,10,0.05,10,20,512,14,0.8084999999999999
427,PCA,True,gini,NoneType,0.25,1,7,8,14,0.8005000000000001
428,PCA,False,entropy,9,0.25,20,2,512,14,0.8135
429,NoneType,False,entropy,9,0.1,19,15,512,14,0.8215
430,NoneType,False,gini,11,0.25,3,18,8,14,0.808
431,NoneType,True,gini,NoneType,0.05,18,19,64,14,0.79
432,PCA,True,gini,NoneType,0.45,20,20,512,14,0.8065
433,PCA,True,gini,10,0.05,2,9,512,14,0.806
434,PCA,True,entropy,8,0.45,4,20,8,14,0.799
435,PCA,True,entropy,12,0.25,1,20,128,14,0.8210000000000001
436,NoneType,False,gini,NoneType,0.15000000000000002,19,20,128,14,0.818
437,NoneType,False,entropy,12,0.35000000000000003,3,10,512,14,0.8485000000000001
438,PCA,False,gini,9,0.1,1,18,32,14,0.8155000000000001
439,PCA,False,entropy,12,0.45,6,20,512,14,0.8175000000000001
440,NoneType,True,gini,12,0.45,1,6,64,14,0.8295
441,NoneType,False,entropy,9,0.45,1,18,8,14,0.8140000000000001
442,NoneType,True,entropy,NoneType,0.15000000000000002,4,18,32,14,0.8240000000000001
443,PCA,True,entropy,NoneType,0.25,12,3,32,14,0.8154999999999999
444,PCA,False,gini,12,0.2,19,10,64,14,0.8135
445,NoneType,False,gini,8,0.45,15,19,32,14,0.805
446,PCA,False,entropy,8,0.05,1,2,128,14,0.804
447,PCA,False,gini,NoneType,0.45,18,3,128,14,0.817
448,PCA,True,gini,9,0.35000000000000003,20,20,64,14,0.796
449,PCA,True,gini,8,0.45,3,2,256,14,0.8225
450,NoneType,True,entropy,NoneType,0.05,2,2,512,14,0.8205
451,NoneType,True,gini,NoneType,0.05,4,2,16,14,0.7955
452,NoneType,True,gini,10,0.45,3,11,512,14,0.821
453,PCA,True,entropy,NoneType,0.05,2,17,16,14,0.7625
454,NoneType,False,gini,NoneType,0.35000000000000003,1,3,8,14,0.8115
455,NoneType,False,gini,NoneType,0.45,4,20,128,14,0.8305
456,NoneType,True,gini,11,0.2,3,3,64,14,0.833
457,NoneType,True,entropy,8,0.45,3,3,8,14,0.8045
458,NoneType,False,gini,8,0.1,1,2,128,14,0.8235000000000001
459,PCA,False,gini,9,0.3,19,4,16,14,0.8089999999999999
460,PCA,False,entropy,8,0.35000000000000003,1,2,8,14,0.8075000000000001
461,NoneType,False,gini,12,0.35000000000000003,1,3,64,14,0.834
462,NoneType,False,entropy,NoneType,0.2,9,19,512,14,0.8404999999999999
463,PCA,False,gini,12,0.45,4,15,128,14,0.8245000000000001
464,PCA,True,entropy,9,0.1,19,3,512,14,0.8065
465,NoneType,False,entropy,12,0.05,2,18,8,14,0.7779999999999999
466,NoneType,False,entropy,10,0.3,20,20,128,14,0.82
467,NoneType,False,entropy,9,0.45,1,20,256,14,0.8365
468,NoneType,True,entropy,10,0.4,1,19,128,14,0.8320000000000001
469,NoneType,False,entropy,11,0.2,20,2,512,14,0.8275
470,PCA,True,entropy,9,0.1,2,2,32,14,0.8065
471,PCA,True,entropy,12,0.4,1,19,512,14,0.8274999999999999
472,NoneType,False,gini,8,0.25,5,18,256,14,0.8225
473,PCA,True,entropy,NoneType,0.45,3,5,64,14,0.8290000000000001
474,PCA,True,entropy,10,0.3,20,20,16,14,0.7985
475,NoneType,False,entropy,8,0.05,20,5,64,14,0.8119999999999999
476,PCA,True,entropy,NoneType,0.15000000000000002,1,20,512,14,0.825
477,PCA,False,gini,8,0.05,17,18,64,14,0.7895
478,PCA,True,gini,11,0.05,4,11,256,14,0.813
479,PCA,False,gini,9,0.4,1,17,128,14,0.8299999999999998
480,NoneType,False,gini,10,0.3,16,16,32,14,0.8089999999999999
481,PCA,True,gini,NoneType,0.05,8,15,512,14,0.8119999999999999
482,PCA,True,entropy,10,0.1,11,13,256,14,0.8085000000000001
483,NoneType,True,entropy,11,0.3,8,19,256,14,0.8290000000000001
484,NoneType,True,gini,11,0.45,1,12,64,14,0.8285
485,PCA,False,gini,11,0.1,20,16,64,14,0.812
486,PCA,True,gini,11,0.45,2,11,512,14,0.8215000000000001
487,PCA,False,entropy,9,0.35000000000000003,5,16,256,14,0.8165000000000001
488,PCA,True,gini,9,0.45,7,19,64,14,0.8195
489,PCA,True,entropy,9,0.4,10,19,512,14,0.82
490,PCA,True,entropy,8,0.2,15,3,64,14,0.807
491,PCA,True,entropy,9,0.15000000000000002,20,14,256,14,0.8125
492,PCA,True,gini,10,0.1,6,15,32,14,0.8059999999999998
493,PCA,False,entropy,12,0.35000000000000003,16,2,256,14,0.812
494,PCA,False,entropy,8,0.25,3,19,8,14,0.8055
495,NoneType,False,gini,12,0.05,8,11,256,14,0.8210000000000001
496,NoneType,False,entropy,10,0.45,5,14,8,14,0.8219999999999998
497,NoneType,False,gini,9,0.25,6,17,8,14,0.8145
498,NoneType,True,gini,8,0.4,2,15,64,14,0.8099999999999999
499,PCA,False,entropy,12,0.25,4,10,16,14,0.8174999999999999
500,PCA,False,entropy,12,0.4,9,2,16,14,0.8115
501,NoneType,True,entropy,8,0.05,9,3,128,14,0.805
502,PCA,True,entropy,12,0.05,10,2,32,14,0.783
503,NoneType,True,entropy,9,0.15000000000000002,18,12,8,14,0.7790000000000001
504,NoneType,False,gini,9,0.05,5,17,512,14,0.8185
505,NoneType,False,entropy,11,0.15000000000000002,19,10,32,14,0.827
506,NoneType,True,gini,10,0.1,2,15,8,14,0.7945
507,PCA,False,gini,8,0.35000000000000003,12,4,512,14,0.8205
508,NoneType,True,gini,NoneType,0.05,10,15,16,14,0.769
509,PCA,False,entropy,10,0.35000000000000003,2,14,512,14,0.8254999999999999
510,NoneType,False,entropy,9,0.2,3,3,512,14,0.8484999999999999
511,PCA,True,gini,9,0.2,1,19,16,14,0.8109999999999999
512,NoneType,False,gini,10,0.35000000000000003,14,20,64,14,0.8195
513,NoneType,False,gini,10,0.25,12,13,128,14,0.8234999999999999
514,NoneType,False,entropy,12,0.35000000000000003,8,15,512,14,0.8389999999999999
515,NoneType,True,gini,8,0.4,17,16,8,14,0.759
516,NoneType,True,gini,8,0.4,3,8,32,14,0.8065
517,NoneType,False,entropy,11,0.25,12,15,256,14,0.8285
518,NoneType,True,gini,9,0.1,12,6,64,14,0.8105
519,PCA,True,entropy,NoneType,0.35000000000000003,15,4,64,14,0.8085000000000001
520,NoneType,True,gini,8,0.3,7,14,64,14,0.8130000000000001
521,PCA,True,entropy,9,0.25,3,19,8,14,0.7975
522,NoneType,False,gini,10,0.2,7,7,128,14,0.8244999999999999
523,PCA,False,entropy,11,0.1,12,11,8,14,0.7825
524,PCA,False,entropy,10,0.15000000000000002,16,18,256,14,0.812
525,PCA,True,gini,8,0.15000000000000002,18,11,8,14,0.7725
526,NoneType,False,gini,9,0.35000000000000003,17,13,256,14,0.8160000000000001
527,PCA,True,gini,11,0.35000000000000003,6,5,128,14,0.825
528,PCA,False,gini,8,0.15000000000000002,18,7,128,14,0.8110000000000002
529,NoneType,False,gini,11,0.3,9,2,16,14,0.8230000000000001
530,NoneType,False,gini,11,0.4,3,10,128,14,0.8355
531,NoneType,True,gini,NoneType,0.05,13,18,16,14,0.7724999999999999
532,PCA,False,gini,10,0.45,8,8,512,14,0.821
533,PCA,False,gini,9,0.15000000000000002,19,12,32,14,0.8019999999999999
534,PCA,False,gini,11,0.45,9,10,16,14,0.8055
535,PCA,False,gini,8,0.05,3,6,512,14,0.8135
536,NoneType,False,gini,10,0.1,5,2,64,14,0.835
537,PCA,False,gini,8,0.45,3,18,64,14,0.8230000000000001
538,NoneType,False,entropy,8,0.3,1,4,512,14,0.843
539,NoneType,False,gini,12,0.1,2,4,128,14,0.8385
540,NoneType,False,gini,8,0.4,2,14,512,14,0.8150000000000001
541,NoneType,False,entropy,9,0.45,7,20,64,14,0.8355
542,PCA,False,entropy,NoneType,0.45,18,17,8,14,0.8004999999999999
543,NoneType,False,entropy,12,0.4,4,2,32,14,0.849
544,NoneType,False,entropy,NoneType,0.3,5,10,512,14,0.8435
545,PCA,False,gini,12,0.05,9,12,16,14,0.7825000000000001
546,NoneType,False,gini,11,0.45,2,2,64,14,0.8314999999999999
547,NoneType,False,entropy,12,0.4,5,4,64,14,0.844
548,NoneType,False,entropy,NoneType,0.45,4,2,16,14,0.826
549,NoneType,False,entropy,10,0.25,1,6,512,14,0.8535
550,NoneType,False,gini,NoneType,0.2,2,3,32,14,0.8400000000000001
551,NoneType,False,entropy,8,0.2,17,3,64,14,0.8229999999999998
552,PCA,False,gini,NoneType,0.3,5,3,512,14,0.8295
553,PCA,False,entropy,12,0.3,4,2,32,14,0.8230000000000001
554,NoneType,False,entropy,8,0.45,19,18,256,14,0.8154999999999999
555,NoneType,False,entropy,12,0.4,11,2,512,14,0.8275000000000002
556,PCA,True,gini,8,0.05,18,12,128,14,0.7965
557,NoneType,False,entropy,12,0.2,1,5,128,14,0.8495000000000001
558,PCA,False,entropy,9,0.4,3,20,32,14,0.8095000000000001
559,NoneType,False,entropy,NoneType,0.3,5,3,32,14,0.0
560,PCA,False,gini,11,0.35000000000000003,1,20,8,14,0.7985
561,NoneType,False,entropy,NoneType,0.15000000000000002,10,2,64,14,0.8390000000000001
562,PCA,False,gini,NoneType,0.4,7,3,128,14,0.8210000000000001
563,NoneType,False,gini,12,0.35000000000000003,1,3,512,14,0.8480000000000001
564,PCA,False,gini,8,0.4,19,18,512,14,0.813
565,NoneType,True,gini,8,0.45,20,3,128,14,0.7815000000000001
566,NoneType,False,entropy,12,0.05,19,4,512,14,0.8105
567,NoneType,True,entropy,NoneType,0.45,19,19,8,14,0.7780000000000001
568,NoneType,False,gini,NoneType,0.3,20,3,128,14,0.8150000000000001
569,PCA,False,gini,NoneType,0.45,20,20,8,14,0.7990000000000002
570,NoneType,False,gini,NoneType,0.3,20,16,512,14,0.8185
571,PCA,False,gini,NoneType,0.05,2,19,512,14,0.8230000000000001
572,NoneType,True,entropy,12,0.15000000000000002,20,19,512,14,0.819
573,NoneType,True,entropy,9,0.2,17,2,32,14,0.8045
574,PCA,True,gini,NoneType,0.35000000000000003,6,2,512,14,0.8195
575,NoneType,False,entropy,9,0.25,18,20,8,14,0.7949999999999999
576,NoneType,True,entropy,12,0.15000000000000002,3,2,8,14,0.7964999999999999
577,PCA,False,entropy,NoneType,0.25,1,3,512,14,0.836
578,NoneType,True,entropy,10,0.35000000000000003,4,2,64,14,0.8385
579,PCA,True,entropy,NoneType,0.3,18,4,256,14,0.8125
580,NoneType,False,entropy,NoneType,0.05,20,2,8,14,0.7505000000000001
581,PCA,False,gini,12,0.15000000000000002,19,2,512,14,0.8135
582,PCA,False,entropy,NoneType,0.15000000000000002,3,19,128,14,0.826
583,PCA,False,entropy,NoneType,0.2,19,3,8,14,0.792
584,NoneType,False,gini,9,0.05,19,20,256,14,0.8075000000000001
585,NoneType,False,gini,NoneType,0.45,1,2,512,14,0.8380000000000001
586,NoneType,True,entropy,8,0.45,1,14,32,14,0.833
587,PCA,False,entropy,NoneType,0.35000000000000003,20,6,8,14,0.796
588,NoneType,True,gini,8,0.05,1,14,64,14,0.8025
589,PCA,False,entropy,8,0.2,2,5,256,14,0.826
590,NoneType,False,gini,8,0.45,15,5,8,14,0.7820000000000001
591,NoneType,False,entropy,8,0.15000000000000002,1,15,512,14,0.8375
592,NoneType,False,entropy,NoneType,0.05,2,16,256,14,0.8245000000000001
593,NoneType,True,gini,NoneType,0.25,3,20,32,14,0.8154999999999999
594,PCA,False,gini,NoneType,0.2,4,3,8,14,0.8045
595,NoneType,False,gini,NoneType,0.45,20,7,512,14,0.8089999999999999
596,PCA,False,entropy,NoneType,0.3,1,2,32,14,0.829
597,PCA,False,entropy,10,0.35000000000000003,17,5,64,14,0.8130000000000001
598,PCA,False,gini,9,0.2,2,4,32,14,0.8234999999999999
599,NoneType,False,gini,10,0.05,11,8,32,14,0.8020000000000002
600,NoneType,False,entropy,NoneType,0.25,1,3,256,14,0.85
601,NoneType,False,entropy,8,0.15000000000000002,10,20,32,14,0.8344999999999999
602,NoneType,False,entropy,10,0.4,3,4,64,14,0.843
603,NoneType,True,entropy,8,0.35000000000000003,4,12,256,14,0.835
604,PCA,True,gini,12,0.05,15,2,32,14,0.774
605,PCA,True,gini,10,0.4,18,8,16,14,0.7939999999999999
606,NoneType,False,entropy,NoneType,0.25,7,5,128,14,0.8435
607,PCA,True,gini,NoneType,0.05,16,11,512,14,0.805
608,NoneType,True,gini,10,0.35000000000000003,19,12,64,14,0.792
609,PCA,True,entropy,NoneType,0.35000000000000003,2,6,256,14,0.8305
610,PCA,False,gini,9,0.2,15,7,32,14,0.8114999999999999
611,NoneType,False,gini,11,0.3,16,5,128,14,0.8195
612,NoneType,False,entropy,9,0.2,2,20,32,14,0.8375
613,PCA,True,gini,9,0.1,14,7,16,14,0.786
614,PCA,False,gini,9,0.15000000000000002,6,3,16,14,0.8130000000000001
615,PCA,True,gini,12,0.35000000000000003,18,6,16,14,0.794
616,NoneType,True,gini,9,0.25,2,20,512,14,0.0
617,PCA,False,entropy,NoneType,0.35000000000000003,5,20,256,14,0.825
618,PCA,True,gini,12,0.45,5,20,128,14,0.8245000000000001
619,PCA,True,gini,12,0.2,14,2,128,14,0.8145
620,NoneType,True,gini,8,0.45,17,18,64,14,0.7875
621,NoneType,True,entropy,NoneType,0.25,19,15,128,14,0.8110000000000002
622,NoneType,True,entropy,NoneType,0.3,14,4,512,14,0.8160000000000001
623,PCA,True,gini,9,0.35000000000000003,2,4,256,14,0.8215
624,PCA,False,gini,10,0.45,6,20,128,14,0.8185
625,NoneType,False,entropy,10,0.4,5,7,64,14,0.841
626,PCA,False,gini,12,0.1,8,5,8,14,0.7865
627,NoneType,True,entropy,11,0.2,7,16,64,14,0.8230000000000001
628,PCA,False,entropy,NoneType,0.25,14,18,16,14,0.8125
629,NoneType,False,gini,12,0.4,6,6,256,14,0.833
630,NoneType,False,entropy,8,0.35000000000000003,5,5,256,14,0.8425
631,NoneType,True,gini,8,0.1,13,6,512,14,0.8109999999999999
632,PCA,False,gini,9,0.3,2,13,32,14,0.8220000000000001
633,PCA,False,gini,9,0.25,16,2,256,14,0.8219999999999998
634,NoneType,True,gini,11,0.2,3,14,8,14,0.8095000000000001
635,NoneType,True,gini,8,0.4,11,4,8,14,0.7630000000000001
636,PCA,True,entropy,9,0.4,3,9,16,14,0.817
637,PCA,False,entropy,NoneType,0.3,17,5,512,14,0.8115
638,NoneType,True,gini,11,0.45,19,9,32,14,0.7865
639,NoneType,False,gini,10,0.2,14,15,128,14,0.825
640,NoneType,True,gini,10,0.4,5,18,32,14,0.806
641,NoneType,True,gini,9,0.05,13,15,256,14,0.8095000000000001
642,NoneType,True,entropy,NoneType,0.45,5,10,64,14,0.8260000000000002
643,NoneType,False,entropy,10,0.4,6,12,8,14,0.8140000000000001
644,NoneType,False,entropy,9,0.35000000000000003,19,8,512,14,0.8145
645,NoneType,True,gini,8,0.2,9,17,64,14,0.817
646,NoneType,True,entropy,11,0.4,15,4,8,14,0.7909999999999999
647,PCA,True,gini,11,0.3,7,14,512,14,0.8235000000000001
648,PCA,True,gini,11,0.05,3,20,16,14,0.7555000000000001
649,NoneType,False,gini,10,0.05,16,17,16,14,0.7775000000000001
650,PCA,False,gini,11,0.05,2,14,128,14,0.8220000000000001
651,NoneType,True,entropy,9,0.3,10,6,512,14,0.825
652,NoneType,True,entropy,NoneType,0.05,18,9,512,14,0.8009999999999999
653,PCA,True,entropy,10,0.45,19,18,8,14,0.7915
654,NoneType,False,entropy,NoneType,0.45,2,17,8,14,0.8225000000000001
655,NoneType,False,gini,9,0.2,7,11,64,14,0.8230000000000001
656,NoneType,False,entropy,9,0.2,13,16,512,14,0.8314999999999999
657,NoneType,True,gini,8,0.35000000000000003,2,17,16,14,0.8074999999999999
658,PCA,False,entropy,NoneType,0.05,17,10,256,14,0.8105
659,PCA,True,entropy,10,0.45,9,15,256,14,0.8225
660,NoneType,False,entropy,8,0.1,13,2,512,14,0.8259999999999998
661,NoneType,True,entropy,9,0.25,14,4,8,14,0.7735000000000001
662,PCA,False,gini,11,0.35000000000000003,18,6,8,14,0.793
663,PCA,True,gini,9,0.15000000000000002,9,15,128,14,0.8145
664,NoneType,False,gini,8,0.4,20,3,128,14,0.8055
665,PCA,False,gini,8,0.25,17,19,8,14,0.788
666,PCA,True,gini,8,0.35000000000000003,7,13,16,14,0.8130000000000001
667,PCA,False,entropy,12,0.2,13,11,16,14,0.8055
668,PCA,True,gini,12,0.4,6,9,256,14,0.8244999999999999
669,PCA,True,entropy,10,0.3,12,3,256,14,0.8160000000000001
670,PCA,True,gini,9,0.1,15,2,128,14,0.7989999999999999
671,NoneType,False,gini,12,0.3,13,17,128,14,0.825
672,PCA,False,entropy,8,0.45,14,2,32,14,0.8089999999999999
673,NoneType,False,entropy,10,0.4,14,18,128,14,0.8219999999999998
674,PCA,True,gini,10,0.4,14,14,128,14,0.8125
675,NoneType,False,entropy,NoneType,0.1,1,16,8,14,0.8065000000000001
676,NoneType,True,entropy,10,0.2,2,19,128,14,0.8285
677,NoneType,False,entropy,NoneType,0.25,1,6,32,14,0.8405000000000001
678,PCA,False,gini,8,0.15000000000000002,4,18,128,14,0.817
679,NoneType,True,entropy,11,0.2,3,10,64,14,0.8354999999999999
680,NoneType,True,entropy,NoneType,0.45,3,6,64,14,0.8355
681,NoneType,True,entropy,12,0.2,1,8,32,14,0.835
682,NoneType,True,entropy,11,0.2,2,13,16,14,0.8219999999999998
683,NoneType,True,entropy,10,0.35000000000000003,7,17,32,14,0.8115
684,PCA,True,entropy,12,0.35000000000000003,14,18,256,14,0.8145
685,NoneType,True,gini,10,0.1,3,13,32,14,0.819
686,PCA,False,entropy,10,0.4,10,9,16,14,0.8099999999999999
687,NoneType,False,gini,10,0.35000000000000003,8,16,16,14,0.8205
688,PCA,False,entropy,12,0.35000000000000003,20,2,64,14,0.817
689,NoneType,True,gini,NoneType,0.45,1,18,16,14,0.8075000000000001
690,NoneType,True,entropy,NoneType,0.2,3,16,128,14,0.835
691,NoneType,False,entropy,11,0.2,6,19,64,14,0.8385
692,PCA,True,entropy,8,0.1,2,11,128,14,0.8234999999999999
693,NoneType,False,entropy,10,0.15000000000000002,16,16,32,14,0.82
694,PCA,False,entropy,10,0.05,6,19,64,14,0.8074999999999999
695,NoneType,False,gini,11,0.3,20,20,8,14,0.794
696,PCA,False,gini,8,0.35000000000000003,1,8,128,14,0.818
697,PCA,False,entropy,9,0.35000000000000003,5,9,512,14,0.821
698,NoneType,False,entropy,8,0.1,15,12,16,14,0.8130000000000001
699,PCA,True,gini,12,0.4,2,15,16,14,0.82
700,PCA,True,entropy,12,0.1,16,13,256,14,0.8065
701,NoneType,False,gini,8,0.2,14,13,64,14,0.8150000000000001
702,PCA,True,gini,9,0.4,5,13,64,14,0.8219999999999998
703,NoneType,True,entropy,9,0.1,8,4,256,14,0.8219999999999998
704,NoneType,True,entropy,10,0.2,1,6,8,14,0.8045
705,NoneType,True,entropy,9,0.3,15,20,512,14,0.818
706,PCA,True,entropy,8,0.3,7,14,64,14,0.8265
707,NoneType,False,gini,8,0.35000000000000003,12,9,32,14,0.8154999999999999
708,NoneType,False,gini,9,0.45,18,12,512,14,0.808
709,NoneType,False,entropy,8,0.4,11,8,16,14,0.826
710,NoneType,False,gini,NoneType,0.2,20,4,256,14,0.8164999999999999
711,NoneType,True,entropy,11,0.35000000000000003,5,19,64,14,0.826
712,NoneType,False,entropy,NoneType,0.1,8,4,32,14,0.8305
713,NoneType,False,gini,8,0.4,17,10,128,14,0.8049999999999999
714,NoneType,True,entropy,NoneType,0.2,19,2,256,14,0.818
715,NoneType,True,gini,8,0.25,5,2,16,14,0.807
716,NoneType,True,entropy,8,0.25,12,15,64,14,0.8205
717,NoneType,False,gini,8,0.05,10,4,32,14,0.8089999999999999
718,NoneType,True,gini,9,0.05,16,17,16,14,0.7635
719,PCA,False,gini,NoneType,0.35000000000000003,14,18,512,14,0.8175000000000001
720,PCA,True,entropy,8,0.2,4,14,256,14,0.8230000000000001
721,NoneType,True,gini,NoneType,0.3,1,5,512,14,0.8355
722,PCA,False,gini,NoneType,0.4,4,9,256,14,0.825
723,NoneType,False,gini,NoneType,0.25,12,9,128,14,0.8204999999999998
724,PCA,False,gini,12,0.25,6,8,128,14,0.8219999999999998
725,NoneType,False,entropy,10,0.45,9,10,512,14,0.8305
726,NoneType,True,gini,9,0.45,12,5,256,14,0.8
727,NoneType,False,gini,9,0.1,7,14,512,14,0.8265
728,PCA,True,entropy,NoneType,0.4,13,9,256,14,0.0
729,NoneType,False,entropy,9,0.2,1,5,32,14,0.8345
730,PCA,True,gini,8,0.35000000000000003,8,13,32,14,0.8119999999999999
731,NoneType,True,entropy,9,0.4,13,6,64,14,0.818
732,NoneType,False,entropy,8,0.25,1,2,64,14,0.8355
733,PCA,False,entropy,11,0.35000000000000003,1,4,16,14,0.8184999999999999
734,NoneType,False,entropy,10,0.2,5,4,8,14,0.8265
735,NoneType,False,entropy,12,0.35000000000000003,20,8,256,14,0.8165000000000001
736,NoneType,False,gini,NoneType,0.35000000000000003,3,4,32,14,0.8295
737,PCA,True,gini,11,0.1,1,6,32,14,0.8105
738,NoneType,False,entropy,11,0.15000000000000002,11,10,32,14,0.8309999999999998
739,NoneType,False,entropy,8,0.45,8,15,32,14,0.8240000000000001
740,NoneType,False,entropy,9,0.05,1,7,128,14,0.829
741,NoneType,True,entropy,8,0.25,11,19,512,14,0.826
742,NoneType,False,entropy,8,0.35000000000000003,3,9,8,14,0.8245000000000001
743,NoneType,False,gini,11,0.3,2,8,32,14,0.8335000000000001
744,NoneType,True,entropy,12,0.1,11,15,256,14,0.8225
745,NoneType,True,entropy,10,0.15000000000000002,1,7,8,14,0.8095000000000001
746,NoneType,True,entropy,NoneType,0.2,6,2,512,14,0.834
747,NoneType,True,entropy,NoneType,0.2,12,4,64,14,0.8195
748,NoneType,False,entropy,NoneType,0.1,6,10,64,14,0.8400000000000001
749,PCA,True,entropy,NoneType,0.15000000000000002,2,18,64,14,0.8215
750,NoneType,True,gini,NoneType,0.3,6,15,256,14,0.8265
751,NoneType,False,entropy,NoneType,0.45,4,6,512,14,0.8460000000000001
752,NoneType,True,gini,NoneType,0.3,17,5,64,14,0.794
753,NoneType,True,entropy,NoneType,0.1,2,8,32,14,0.826
754,NoneType,False,gini,11,0.05,1,10,32,14,0.8180000000000002
755,NoneType,False,gini,NoneType,0.25,14,6,64,14,0.8160000000000001
756,NoneType,False,entropy,NoneType,0.35000000000000003,6,2,128,14,0.8379999999999999
757,PCA,True,entropy,NoneType,0.35000000000000003,4,6,128,14,0.8240000000000001
758,NoneType,False,entropy,NoneType,0.45,1,6,512,14,0.8484999999999999
759,NoneType,False,entropy,11,0.25,1,17,512,14,0.8470000000000001
760,NoneType,False,entropy,NoneType,0.2,3,17,128,14,0.8435
761,NoneType,False,entropy,11,0.35000000000000003,6,19,256,14,0.8389999999999999
762,NoneType,False,gini,NoneType,0.3,4,11,64,14,0.8365
763,NoneType,False,entropy,8,0.25,4,10,512,14,0.841
