,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,time
19587,NoneType,True,gini,10,0.3,1,3,8,16,0.5076944828033447
19588,PCA,False,entropy,12,0.15000000000000002,2,4,64,16,3.7290265560150146
19589,NoneType,False,entropy,12,0.1,2,8,64,16,2.3345069885253906
19590,PCA,False,entropy,8,0.4,11,5,64,16,6.92526388168335
19591,NoneType,False,entropy,12,0.45,4,2,16,16,2.210833787918091
19592,NoneType,False,entropy,12,0.05,3,5,64,16,1.5218420028686523
19593,PCA,True,entropy,8,0.1,4,2,8,16,0.911867618560791
19594,PCA,False,gini,8,0.25,3,4,512,16,9.324224710464478
19595,PCA,True,entropy,11,0.3,2,19,16,16,1.534520149230957
19596,NoneType,True,entropy,8,0.05,1,6,128,16,1.7110283374786377
19597,NoneType,False,gini,12,0.05,3,11,32,16,0.5090732574462891
19598,NoneType,False,entropy,11,0.25,3,19,16,16,1.5122971534729004
19599,NoneType,False,gini,9,0.3,2,17,32,16,1.0197913646697998
19600,PCA,True,entropy,NoneType,0.25,2,9,512,16,22.74751114845276
19601,PCA,False,gini,12,0.2,2,2,16,16,1.0095081329345703
19602,NoneType,False,gini,NoneType,0.05,2,13,16,16,0.42508649826049805
19603,PCA,False,entropy,10,0.15000000000000002,16,2,16,16,1.5321393013000488
19604,NoneType,False,gini,12,0.3,14,8,512,16,9.546791076660156
19605,PCA,True,gini,NoneType,0.1,1,2,512,16,4.15268874168396
19606,NoneType,False,gini,NoneType,0.2,1,17,512,16,7.940502882003784
19607,NoneType,False,entropy,12,0.25,5,7,8,16,0.9317266941070557
19608,PCA,False,entropy,8,0.05,7,2,64,16,2.028002977371216
19609,NoneType,False,gini,9,0.1,5,20,16,16,0.5032219886779785
19610,NoneType,False,gini,9,0.05,2,18,8,16,0.444857120513916
19611,PCA,False,entropy,NoneType,0.25,2,4,512,16,37.39672565460205
19612,PCA,False,entropy,11,0.25,5,4,256,16,18.338075160980225
19613,PCA,False,entropy,11,0.1,1,20,8,16,1.2273437976837158
19614,PCA,False,gini,NoneType,0.1,3,17,512,16,5.325541257858276
19615,PCA,True,gini,11,0.1,1,3,512,16,3.952685832977295
19616,NoneType,False,entropy,9,0.05,2,2,32,16,0.9127833843231201
19617,PCA,True,gini,11,0.1,3,6,128,16,1.520432472229004
19618,NoneType,True,entropy,9,0.05,7,3,16,16,0.5556337833404541
19619,PCA,False,gini,12,0.1,5,17,64,20,1.5233653783798218
19620,PCA,True,gini,11,0.3,8,4,256,16,3.8055496215820312
19621,OneHotEncoder,False,entropy,NoneType,0.05,17,10,256,20,1.4567368030548096
19622,OneHotEncoder,True,entropy,10,0.45,9,15,256,20,5.019007682800293
19623,PCA,True,gini,12,0.05,15,11,512,20,2.856136679649353
19624,PCA,False,gini,9,0.05,20,4,256,20,2.2208842039108276
19625,OneHotEncoder,False,entropy,NoneType,0.15000000000000002,19,9,8,20,0.29644715785980225
19626,PCA,True,entropy,NoneType,0.25,9,4,16,20,1.7675607204437256
19627,OneHotEncoder,False,gini,10,0.2,17,8,128,20,2.1284520626068115
19628,NoneType,False,entropy,11,0.05,13,11,8,20,0.2591135501861572
19629,PCA,False,entropy,12,0.3,19,18,16,20,2.7315595149993896
19630,NoneType,False,entropy,12,0.3,5,18,32,20,0.4220612049102783
19631,NoneType,True,entropy,12,0.3,7,20,64,20,0.5066449642181396
19632,NoneType,False,entropy,9,0.3,12,6,512,20,3.5217775106430054
19633,OneHotEncoder,True,entropy,12,0.45,13,2,512,20,9.489796042442322
19634,OneHotEncoder,True,gini,NoneType,0.45,3,13,256,20,5.171093702316284
19635,OneHotEncoder,True,entropy,10,0.45,19,19,256,20,4.56861412525177
19636,OneHotEncoder,False,entropy,12,0.25,12,13,8,20,0.36264359951019287
19637,PCA,True,entropy,11,0.05,2,18,64,16,1.5200648307800293
19638,NoneType,True,gini,9,0.3,15,12,8,20,0.24949538707733154
19639,NoneType,True,gini,8,0.05,2,2,128,16,0.856637716293335
19640,PCA,False,gini,10,0.1,5,3,16,16,0.9261877536773682
19641,PCA,False,entropy,8,0.1,2,19,256,16,8.617061614990234
19642,NoneType,True,gini,NoneType,0.15000000000000002,9,15,256,16,2.009263038635254
19643,NoneType,False,gini,12,0.05,5,2,512,16,3.044083833694458
19644,PCA,False,entropy,8,0.25,13,13,512,16,32.669116258621216
19645,PCA,True,entropy,8,0.05,2,15,64,16,1.5336647033691406
19646,OneHotEncoder,True,entropy,8,0.25,19,13,32,20,0.5565145015716553
19647,NoneType,False,entropy,11,0.1,5,3,512,16,15.552753686904907
19648,NoneType,False,gini,8,0.25,1,3,512,16,9.21679425239563
19649,PCA,False,gini,11,0.1,4,8,256,16,3.022587776184082
19650,NoneType,True,entropy,10,0.05,1,18,512,16,6.023832082748413
19651,PCA,True,entropy,NoneType,0.15000000000000002,4,9,512,16,14.549805402755737
19652,NoneType,False,gini,NoneType,0.1,10,16,16,16,0.5037260055541992
19653,PCA,False,entropy,NoneType,0.05,3,8,512,16,11.03729248046875
19654,NoneType,True,gini,9,0.05,4,7,64,16,0.6051280498504639
19655,NoneType,False,gini,NoneType,0.15000000000000002,3,14,64,16,1.0992205142974854
19656,NoneType,False,entropy,12,0.05,1,13,8,16,0.5056064128875732
19657,NoneType,False,entropy,10,0.3,2,20,32,16,3.030867576599121
19658,PCA,False,entropy,NoneType,0.2,3,19,256,16,14.839529991149902
19659,NoneType,False,entropy,NoneType,0.15000000000000002,2,6,512,16,22.577961206436157
19660,PCA,False,entropy,8,0.1,6,4,32,16,1.824373722076416
19661,PCA,False,entropy,9,0.3,3,2,256,16,21.488325834274292
19662,PCA,False,entropy,8,0.45,1,8,512,16,58.99850416183472
19663,NoneType,False,gini,8,0.4,4,2,256,16,6.622409343719482
19664,PCA,True,entropy,10,0.15000000000000002,1,7,16,16,1.217473030090332
19665,PCA,True,entropy,NoneType,0.15000000000000002,10,5,128,16,3.833078145980835
19666,PCA,True,entropy,11,0.05,3,3,8,16,0.8121418952941895
19667,PCA,True,entropy,12,0.25,7,2,256,16,10.93005657196045
19668,NoneType,True,gini,10,0.05,3,14,128,16,0.8081490993499756
19669,NoneType,True,gini,11,0.3,1,3,8,16,0.5395462512969971
19670,PCA,False,entropy,12,0.1,1,3,16,16,1.309203863143921
19671,PCA,False,gini,12,0.25,20,3,8,16,0.9160645008087158
19672,NoneType,True,entropy,8,0.05,18,14,16,16,0.5103304386138916
19673,NoneType,False,entropy,NoneType,0.05,4,2,16,16,0.622675895690918
19674,NoneType,False,gini,10,0.1,2,3,8,16,0.4215059280395508
19675,PCA,True,entropy,9,0.05,1,2,64,16,1.7182679176330566
19676,NoneType,True,entropy,8,0.15000000000000002,2,3,32,16,1.2196836471557617
19677,PCA,False,gini,NoneType,0.1,4,8,512,16,5.350796937942505
19678,PCA,True,entropy,10,0.05,12,19,32,16,1.215165376663208
19679,NoneType,False,gini,12,0.05,7,9,256,16,1.6559064388275146
19680,PCA,True,entropy,10,0.05,18,15,512,16,5.654039144515991
19681,NoneType,True,entropy,10,0.1,17,2,8,16,0.5457067489624023
19682,PCA,True,gini,12,0.2,1,4,512,16,5.928372144699097
19683,NoneType,False,gini,9,0.05,6,3,8,16,0.4099259376525879
19684,PCA,False,entropy,9,0.05,2,4,512,16,10.441046714782715
19685,PCA,False,entropy,10,0.1,17,20,64,16,2.522528886795044
19686,PCA,True,gini,9,0.45,6,14,8,16,0.916682243347168
19687,PCA,True,entropy,11,0.05,18,2,16,16,0.9146575927734375
19688,PCA,False,entropy,12,0.15000000000000002,19,14,64,16,3.120675563812256
19689,NoneType,True,entropy,9,0.1,18,5,512,16,7.944372653961182
19690,NoneType,False,gini,11,0.1,5,20,512,16,4.317934274673462
19691,NoneType,False,gini,8,0.05,8,20,64,16,0.7110886573791504
19692,NoneType,False,entropy,9,0.2,10,3,128,16,6.720330715179443
19693,PCA,True,gini,NoneType,0.1,2,10,256,16,2.325899600982666
19694,PCA,True,entropy,11,0.05,4,16,16,16,0.9189236164093018
19695,PCA,False,gini,8,0.1,16,2,16,16,0.9114112854003906
19696,PCA,True,entropy,NoneType,0.1,1,12,32,16,1.5083386898040771
19697,PCA,False,gini,12,0.2,20,11,64,16,1.7336211204528809
19698,PCA,True,gini,9,0.25,19,17,8,20,0.7103441953659058
19699,NoneType,False,entropy,10,0.05,10,2,512,16,8.13428282737732
19700,PCA,False,entropy,NoneType,0.05,14,9,16,16,1.1170680522918701
19701,PCA,True,entropy,10,0.2,8,18,512,20,30.462137460708618
19702,PCA,True,gini,9,0.25,12,11,512,20,8.563288807868958
19703,PCA,True,gini,NoneType,0.15000000000000002,15,5,8,20,0.6637955904006958
19704,NoneType,False,entropy,9,0.3,2,14,8,20,0.24471938610076904
19705,NoneType,False,gini,9,0.3,9,11,16,20,0.3068051338195801
19706,OneHotEncoder,False,gini,NoneType,0.3,8,9,16,20,0.5574979782104492
19707,NoneType,True,gini,8,0.25,14,14,512,20,1.7298811674118042
19708,NoneType,False,entropy,9,0.35000000000000003,12,17,256,20,2.0720295906066895
19709,OneHotEncoder,False,gini,12,0.25,16,18,128,20,2.4626723527908325
19710,NoneType,False,entropy,8,0.4,20,13,32,20,0.47028183937072754
19711,NoneType,False,gini,10,0.15000000000000002,7,11,32,20,0.3189055919647217
19712,NoneType,True,entropy,9,0.3,9,8,32,20,0.3519846200942993
19713,PCA,False,gini,11,0.45,8,3,8,20,1.0261751413345337
19714,NoneType,True,entropy,NoneType,0.4,5,13,8,20,0.2561464309692383
19715,OneHotEncoder,True,gini,8,0.4,4,2,256,20,4.670594096183777
19716,NoneType,True,gini,8,0.2,19,2,512,20,1.519168734550476
19717,PCA,True,gini,10,0.4,20,20,128,20,3.5181270837783813
19718,NoneType,True,gini,9,0.05,12,19,256,20,0.5563929080963135
19719,PCA,True,gini,12,0.35000000000000003,1,2,32,20,1.5092650651931763
19720,PCA,False,entropy,12,0.4,5,6,512,20,60.0
19721,NoneType,True,gini,NoneType,0.4,2,17,512,20,2.6226680278778076
19722,PCA,True,gini,NoneType,0.4,3,10,256,20,7.875579595565796
19723,NoneType,True,entropy,12,0.4,19,9,64,20,0.552552342414856
19724,OneHotEncoder,False,entropy,11,0.35000000000000003,3,4,128,20,3.887885570526123
19725,NoneType,True,entropy,8,0.25,10,3,512,20,2.373241424560547
19726,OneHotEncoder,False,gini,9,0.25,19,10,128,20,2.4671900272369385
19727,PCA,True,gini,8,0.1,20,15,16,20,0.70731520652771
19728,OneHotEncoder,True,entropy,8,0.45,4,9,16,20,0.5692875385284424
19729,PCA,False,gini,NoneType,0.3,13,10,256,20,8.856783986091614
19730,OneHotEncoder,False,gini,8,0.2,13,10,32,20,0.7013181447982788
19731,OneHotEncoder,False,entropy,8,0.4,1,10,128,20,4.376695036888123
19732,PCA,True,gini,12,0.05,15,14,128,20,1.3587723970413208
19733,NoneType,False,entropy,10,0.1,8,2,256,20,1.0165051221847534
19734,PCA,False,gini,11,0.05,8,4,64,20,1.1505836248397827
19735,NoneType,False,gini,12,0.2,11,15,128,20,0.7090075016021729
19736,OneHotEncoder,False,gini,10,0.25,10,3,512,20,9.844825625419617
19737,OneHotEncoder,False,gini,9,0.3,14,20,128,20,2.992632746696472
19738,OneHotEncoder,True,gini,9,0.45,6,2,256,20,5.0828680992126465
19739,OneHotEncoder,False,entropy,NoneType,0.35000000000000003,12,12,16,20,0.6046997308731079
19740,NoneType,True,gini,NoneType,0.4,20,19,128,20,0.7057942152023315
19741,PCA,True,gini,12,0.15000000000000002,9,20,128,20,2.027877926826477
19742,OneHotEncoder,True,entropy,11,0.3,8,16,8,20,0.36010122299194336
19743,NoneType,False,gini,11,0.15000000000000002,6,19,512,20,1.8212144374847412
19744,PCA,False,entropy,10,0.15000000000000002,6,10,512,20,41.984219431877136
19745,OneHotEncoder,False,gini,8,0.4,9,19,256,20,7.487078428268433
19746,OneHotEncoder,False,gini,NoneType,0.2,3,2,128,20,2.260260224342346
19747,OneHotEncoder,False,entropy,10,0.3,4,17,128,20,3.204405665397644
19748,OneHotEncoder,True,gini,11,0.05,19,11,64,20,0.397943377494812
19749,PCA,True,gini,8,0.1,2,6,128,20,1.6531410217285156
19750,OneHotEncoder,False,gini,9,0.45,13,7,64,20,2.177347183227539
19751,PCA,False,gini,9,0.15000000000000002,4,7,32,20,1.2637755870819092
19752,NoneType,True,entropy,10,0.3,20,19,256,20,1.2639297246932983
19753,PCA,False,gini,10,0.35000000000000003,5,19,64,20,3.1600478887557983
19754,NoneType,False,gini,11,0.2,20,11,256,20,1.055508017539978
19755,PCA,True,entropy,8,0.25,18,6,8,16,1.0182602405548096
19756,OneHotEncoder,False,gini,9,0.15000000000000002,8,16,256,20,3.3614730834960938
19757,PCA,True,gini,NoneType,0.15000000000000002,5,13,512,16,4.544273138046265
19758,PCA,True,entropy,9,0.05,13,11,8,16,0.9298303127288818
19759,NoneType,False,entropy,11,0.05,17,6,512,16,7.537636756896973
19760,NoneType,False,gini,8,0.1,19,5,16,16,0.5159683227539062
19761,NoneType,True,entropy,10,0.25,13,4,16,16,1.0280733108520508
19762,PCA,False,entropy,NoneType,0.05,17,15,32,16,1.312915563583374
19763,NoneType,True,entropy,12,0.05,16,5,512,16,4.831058025360107
19764,PCA,False,entropy,9,0.3,18,3,8,16,1.435628890991211
19765,PCA,False,gini,11,0.4,4,13,64,20,3.735184907913208
19766,NoneType,True,gini,10,0.15000000000000002,15,14,16,16,0.5096302032470703
19767,NoneType,True,entropy,10,0.3,15,20,8,16,0.7197272777557373
19768,OneHotEncoder,False,entropy,9,0.15000000000000002,7,13,8,20,0.3477911949157715
19769,NoneType,True,gini,10,0.3,2,20,32,20,0.3034769296646118
19770,PCA,False,gini,9,0.05,13,20,16,16,0.8284711837768555
19771,PCA,True,entropy,NoneType,0.45,15,5,16,16,1.7338106632232666
19772,PCA,True,gini,12,0.05,2,9,16,16,0.9191334247589111
19773,NoneType,True,entropy,11,0.05,13,12,256,16,2.717367649078369
19774,NoneType,False,entropy,8,0.05,5,7,128,16,2.4340338706970215
19775,PCA,True,entropy,11,0.05,15,11,128,16,2.1227099895477295
19776,NoneType,False,entropy,NoneType,0.05,10,6,8,16,0.5199735164642334
19777,NoneType,False,entropy,NoneType,0.1,15,2,512,16,13.540151596069336
19778,NoneType,False,gini,12,0.05,3,4,8,16,0.41860365867614746
19779,PCA,False,gini,10,0.1,5,3,64,16,1.3045048713684082
19780,PCA,False,gini,NoneType,0.05,20,2,128,16,1.3060553073883057
19781,PCA,False,entropy,9,0.05,2,15,8,16,0.9237792491912842
19782,PCA,False,gini,NoneType,0.2,2,10,128,16,2.810757875442505
19783,PCA,True,entropy,8,0.05,7,9,8,16,0.9147419929504395
19784,PCA,False,gini,9,0.1,7,6,8,16,0.8281056880950928
19785,PCA,True,gini,12,0.25,13,7,512,16,5.9345481395721436
19786,PCA,False,gini,8,0.1,1,9,32,16,1.0175824165344238
19787,PCA,True,entropy,12,0.05,1,8,32,16,1.2279629707336426
19788,PCA,True,entropy,NoneType,0.35000000000000003,2,16,8,16,1.2182636260986328
19789,PCA,True,entropy,12,0.4,5,2,8,16,1.3133585453033447
19790,PCA,False,entropy,8,0.45,13,16,8,16,1.710376501083374
19791,NoneType,True,gini,11,0.2,13,3,16,16,0.5039534568786621
19792,NoneType,False,gini,NoneType,0.05,4,12,256,16,1.718550205230713
19793,NoneType,False,entropy,8,0.05,3,20,512,16,8.643224239349365
19794,PCA,False,gini,11,0.25,8,6,16,16,1.216932773590088
19795,PCA,True,entropy,10,0.4,6,9,8,16,1.2133243083953857
19796,PCA,True,entropy,9,0.05,9,14,32,16,1.1097779273986816
19797,NoneType,True,gini,11,0.3,7,18,8,16,0.5218546390533447
19798,PCA,True,entropy,NoneType,0.05,19,10,32,16,1.109147071838379
19799,PCA,False,gini,NoneType,0.05,13,16,512,16,3.3601882457733154
19800,NoneType,False,entropy,10,0.05,4,5,16,16,0.6156892776489258
19801,NoneType,True,entropy,NoneType,0.05,17,2,256,16,2.5342204570770264
19802,NoneType,False,gini,11,0.05,8,19,16,16,0.521803617477417
19803,PCA,False,entropy,9,0.15000000000000002,4,10,16,16,1.5363245010375977
19804,PCA,False,gini,8,0.45,7,18,8,16,1.0241401195526123
19805,PCA,False,gini,8,0.05,13,15,512,16,3.2246813774108887
19806,NoneType,True,gini,NoneType,0.05,5,5,16,16,0.41753649711608887
19807,NoneType,True,gini,12,0.05,13,18,8,16,0.4438326358795166
19808,NoneType,True,entropy,11,0.05,8,7,16,16,0.5235774517059326
19809,NoneType,True,gini,9,0.05,14,4,16,16,0.41176605224609375
19810,PCA,True,gini,11,0.15000000000000002,3,3,16,16,0.9177372455596924
19811,NoneType,False,entropy,8,0.3,13,3,256,16,18.862674236297607
19812,PCA,False,gini,9,0.05,7,6,16,16,0.9256632328033447
19813,NoneType,False,entropy,10,0.25,3,13,128,16,9.323416709899902
19814,NoneType,False,gini,11,0.4,20,6,128,16,3.1112937927246094
19815,PCA,True,gini,12,0.35000000000000003,17,9,8,16,0.932941198348999
19816,PCA,False,entropy,12,0.1,4,13,512,16,17.043740272521973
19817,NoneType,False,entropy,12,0.2,13,17,32,16,1.9189932346343994
19818,NoneType,False,gini,NoneType,0.05,20,6,256,16,1.3996520042419434
19819,NoneType,True,entropy,11,0.05,18,6,16,20,0.2622767686843872
19820,NoneType,True,gini,12,0.45,14,19,256,20,1.304504632949829
19821,PCA,True,entropy,12,0.05,4,20,16,16,1.0153348445892334
19822,PCA,True,gini,9,0.3,1,2,32,20,1.441629409790039
19823,NoneType,True,gini,9,0.05,20,16,64,20,0.3319132328033447
19824,PCA,False,gini,10,0.05,16,17,256,20,2.326656699180603
19825,OneHotEncoder,False,entropy,9,0.25,10,6,32,20,0.8041942119598389
19826,NoneType,True,entropy,11,0.2,8,6,128,20,0.6678085327148438
19827,OneHotEncoder,False,entropy,11,0.1,10,4,32,20,0.5183429718017578
19828,PCA,True,gini,12,0.05,14,17,512,20,2.831267476081848
19829,PCA,True,entropy,NoneType,0.1,16,10,16,20,1.1254825592041016
19830,PCA,False,gini,8,0.1,7,6,64,20,1.3491356372833252
19831,PCA,False,gini,12,0.1,9,7,8,20,0.6511489152908325
19832,NoneType,True,entropy,NoneType,0.4,14,17,256,20,1.6008909940719604
19833,PCA,False,entropy,8,0.15000000000000002,16,2,512,20,36.92707085609436
19834,NoneType,True,entropy,12,0.4,4,10,8,20,0.252933144569397
19835,OneHotEncoder,False,gini,10,0.35000000000000003,18,9,16,20,0.5677692890167236
19836,PCA,False,entropy,NoneType,0.2,9,9,8,20,1.4635754823684692
19837,OneHotEncoder,False,gini,NoneType,0.35000000000000003,6,5,64,20,1.8641798496246338
19838,PCA,True,entropy,10,0.35000000000000003,7,6,32,20,3.8742127418518066
19839,PCA,False,gini,10,0.45,9,11,256,20,13.334713816642761
19840,NoneType,False,gini,12,0.15000000000000002,12,11,8,20,0.209358811378479
19841,OneHotEncoder,True,entropy,9,0.25,9,3,32,20,0.606985330581665
19842,PCA,False,entropy,9,0.4,7,14,128,20,24.626628160476685
19843,OneHotEncoder,True,entropy,10,0.2,3,17,32,20,0.562820553779602
19844,NoneType,False,entropy,NoneType,0.3,19,15,8,20,0.27274417877197266
19845,NoneType,True,entropy,11,0.3,2,3,64,20,0.5568410158157349
19846,PCA,True,entropy,11,0.05,3,11,128,20,3.3157848119735718
19847,PCA,False,gini,11,0.4,15,10,512,20,21.745482325553894
19848,NoneType,True,gini,12,0.05,4,19,128,20,0.41934216022491455
19849,NoneType,True,entropy,12,0.25,12,9,8,20,0.2503706216812134
19850,PCA,False,entropy,8,0.35000000000000003,17,11,512,20,60.0
19851,PCA,False,entropy,NoneType,0.3,5,9,512,20,60.0
19852,OneHotEncoder,False,entropy,8,0.4,18,15,256,20,7.345580220222473
19853,OneHotEncoder,False,entropy,9,0.35000000000000003,10,12,8,20,0.4059654474258423
19854,PCA,True,entropy,11,0.35000000000000003,1,6,256,20,27.413528084754944
19855,PCA,True,entropy,11,0.4,6,7,128,20,14.673075079917908
19856,NoneType,True,gini,9,0.2,9,19,256,20,0.8722137212753296
19857,OneHotEncoder,False,gini,8,0.35000000000000003,3,2,64,20,1.9159042835235596
19858,NoneType,True,entropy,12,0.45,20,5,256,20,1.6582180261611938
19859,PCA,False,entropy,9,0.4,20,8,128,20,21.669220685958862
19860,NoneType,False,entropy,8,0.2,10,18,128,20,0.8152315616607666
19861,PCA,False,entropy,11,0.1,6,2,256,20,15.49552297592163
19862,PCA,True,gini,11,0.15000000000000002,3,13,64,20,1.397608757019043
19863,PCA,False,gini,NoneType,0.05,12,2,32,20,0.7985737323760986
19864,NoneType,True,gini,11,0.25,20,5,64,20,0.40799951553344727
19865,OneHotEncoder,True,entropy,11,0.05,9,20,128,20,0.7212388515472412
19866,OneHotEncoder,False,entropy,NoneType,0.1,9,18,64,20,0.8184335231781006
19867,NoneType,False,entropy,8,0.45,5,2,16,20,0.36939573287963867
19868,NoneType,True,gini,10,0.2,18,11,128,20,0.5168704986572266
19869,OneHotEncoder,False,entropy,11,0.45,13,18,512,20,16.607966780662537
19870,PCA,False,gini,11,0.15000000000000002,20,13,32,20,1.2534477710723877
19871,PCA,True,entropy,10,0.1,5,5,64,20,2.851401686668396
19872,PCA,True,entropy,NoneType,0.1,7,11,8,20,0.9019248485565186
19873,PCA,False,gini,NoneType,0.35000000000000003,16,3,8,20,0.9055899381637573
19874,OneHotEncoder,False,gini,10,0.15000000000000002,20,10,128,20,1.620576024055481
19875,OneHotEncoder,False,gini,10,0.15000000000000002,14,9,32,20,0.6137930154800415
19876,NoneType,False,entropy,NoneType,0.05,20,5,512,20,1.2325658798217773
19877,OneHotEncoder,True,entropy,8,0.15000000000000002,20,4,256,20,1.934943437576294
19878,OneHotEncoder,False,gini,11,0.2,4,10,64,20,1.2768406867980957
19879,PCA,True,entropy,NoneType,0.1,10,17,512,16,9.766157865524292
19880,NoneType,False,gini,9,0.35000000000000003,4,4,256,20,1.7604904174804688
19881,PCA,False,entropy,NoneType,0.25,2,20,64,16,5.4599528312683105
19882,PCA,True,gini,9,0.45,7,10,8,16,0.9261143207550049
19883,PCA,True,entropy,10,0.3,15,14,16,16,1.5068778991699219
19884,NoneType,False,gini,9,0.1,6,7,128,16,1.356231927871704
19885,PCA,True,entropy,NoneType,0.1,3,17,64,16,2.108478546142578
19886,PCA,True,gini,NoneType,0.1,3,16,512,16,1.0
19887,NoneType,True,gini,8,0.1,18,15,256,16,1.516864538192749
19888,NoneType,True,entropy,10,0.25,16,13,256,20,1.1714400053024292
19889,PCA,False,entropy,9,0.15000000000000002,1,13,8,20,1.3709155321121216
19890,NoneType,True,entropy,11,0.05,14,18,64,20,0.24481213092803955
19891,OneHotEncoder,True,gini,9,0.25,10,12,512,20,5.8752135038375854
19892,OneHotEncoder,True,entropy,10,0.45,2,3,64,20,1.6163965463638306
